miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-185-5p	45.299892	35.159115	91.897593	68.718279	12.50296	43.005719	24.231774	27.392672	37.698262	65.922926	23.061292	28.378724	31.346341	43.200963	45.412895	33.654411	34.179911	47.252115	15.180498	94.932953	59.120873	53.559482	59.324041	45.663184	75.088923	31.453878	32.756527	38.011363	95.864743	72.662941	75.166399	39.804791	22.690946	25.405474	21.224792	27.507778	35.958247	29.331052	154.827512	52.075578	61.821758	53.190247	46.827618	57.596208	46.654488	114.105688	39.918476	95.272259	59.982069	81.40828	14.751504	37.20007	23.955488	26.194901	26.833519	12.3009	15.579284	19.960552	16.30417	16.004409	18.554994	32.442536	22.475197	8.865074	12.26307	16.015384	23.536311	49.554241	16.32174	27.644155	29.287267	36.89727	25.985466	25.215306	23.303516	22.753099	22.252385	18.416949	18.629013	30.367987	41.584093	25.986377	24.450722	39.439292	10.805045	14.673942	19.031951	18.609832	25.966742	33.028169	36.149214	18.558179	25.718758	19.643086	26.571293	16.709943	18.86037	18.878173	25.661453	17.068109
hsa-miR-186-3p	0.374379	0.234394	0	0	0	0.413517	0	0	0	1.080704	0.443486	1.261276	0	0.437847	1.205652	0.448726	0	0.634256	0	0	0.518604	0	0.539309	0.73061	0	0.469461	0	0	0.544686	0	0	0	0.66738	0.488567	0.210146	0	0.38458	0	0.319231	0.209982	0.718858	0.359394	0	0.4721	0.799791	0	0.453618	0.828454	0.256334	0	0.32781	0	0	0.508638	1.1926	0.332457	0	0	0.452894	0.228634	0	0.348844	0.713498	0.22731	0.197791	0.302177	0	0.483456	0.362705	1.626126	0	0.378434	0	0.420255	0	0	0	0.21667	0	0	0	0	0	0.34902	0.554104	0.244566	1.321664	0	0.741907	0	0.657258	0	0	0.377752	0.408789	0.737203	0	0.539376	0.294959	0
hsa-miR-186-5p	451.875792	333.308407	502.373509	423.453178	223.75985	331.226744	184.161477	270.820337	271.38065	399.320024	294.031495	344.959151	204.174822	371.440715	465.783593	328.242693	280.054755	343.449937	125.570721	536.258172	241.150928	290.972188	331.136002	451.152262	485.629449	199.520871	160.143022	288.787634	412.872018	429.922398	330.062357	317.512627	253.270999	280.925915	309.335587	245.203741	225.556274	346.826821	229.336256	220.481283	320.610514	221.386434	315.708775	347.937748	346.309588	764.34626	250.246505	439.909298	494.980221	405.201668	79.0025	112.475504	164.870122	190.485246	304.70952	143.288864	170.694756	160.423696	149.4549	115.917639	138.570267	210.353213	160.180371	145.705431	146.365677	141.721042	170.913215	235.20135	170.471505	197.411789	168.08344	177.86376	169.717569	196.679396	162.111419	170.648253	176.992056	196.736345	164.50365	192.497901	217.016989	227.671689	170.378845	258.624029	167.616723	135.48939	155.163263	174.467174	209.959655	151.929583	152.48396	181.547413	197.285663	202.47488	184.363898	204.696818	214.469354	154.801015	202.342032	163.474551
hsa-miR-187-3p	5.990069	3.047123	0	0	9.916141	2.067583	6.517512	5.083178	7.726973	1.621056	1.108716	0	12.707975	5.837968	0	2.019266	3.307734	0	0.736916	1.130154	3.111624	2.231645	2.696546	7.306109	2.448552	24.881427	2.911691	0.987308	497.843042	0	18.605545	3.702771	8.675949	27.848309	6.724685	10.056609	3.845801	1.02916	0.574616	1.469876	0	4.672118	1.321747	19.356102	14.929435	1.21389	1.663268	2.485363	9.740677	8.278809	47.095541	54.268336	38.751523	4.832069	27.429819	52.528169	29.126485	127.15611	71.1043	75.220717	46.387484	5.930356	62.787851	27.731769	13.054236	120.568648	22.436485	15.71232	144.719426	162.937902	0.95502	6.622589	13.534097	15.549439	99.799843	55.037905	47.585872	28.600438	98.512742	17.317282	147.493584	10.472121	94.698035	68.407975	72.864789	133.043736	66.083163	23.26229	86.803109	4.065007	54.881078	2.420632	14.324372	4.155269	49.259092	1.965875	3.233207	2.157505	5.309266	2.275747
hsa-miR-187-5p	0	0.234394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539309	0	0	0	0	0	1.089372	0	0	0	0	0.488567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218541	0	0	0	0.5963	0.332457	0	0	0	0.228634	0	0	0	0	0	0.302177	0.219966	0	0	0	0	0	0	0	0	0	0	0	0.315746	0	0	0	0	0	0	0.489132	0	0	0	0	0.328629	0	0	0	0.204395	0	0	0	0	0
hsa-miR-188-3p	1.871897	0.703182	1.021084	0.928625	0.862273	1.24055	2.673852	3.106385	1.404903	2.161408	1.108716	10.720851	5.930388	2.043289	0.401884	2.019265	1.102578	1.902769	1.473835	1.130154	1.555812	0.858325	3.775166	2.557137	1.632368	2.816766	2.911691	2.46827	29.413047	0	1.116333	1.851386	2.669523	4.397101	6.724685	4.436738	0.38458	2.05832	1.149234	0.839929	2.156573	2.87515	1.132926	2.3605	3.199164	2.83241	1.512064	2.071136	4.870339	0	5.026437	2.625887	6.341158	4.832068	4.174103	13.963184	8.467001	6.653518	16.304171	10.059912	9.47489	4.186133	2.140495	9.774313	12.856444	13.29579	6.159035	0.725184	7.979517	8.455859	5.093438	0.946084	3.248184	1.260765	8.105571	7.071909	6.504543	4.11673	8.840887	1.254875	4.548259	5.042132	2.716748	1.396081	9.142729	11.250022	7.929979	6.513441	10.386697	8.130011	5.586697	1.075837	4.883309	2.644261	3.679102	5.406158	4.580376	6.202828	2.654633	4.930786
hsa-miR-188-5p	0.748758	1.640758	0.510542	1.857251	2.58682	0	1.838273	1.97679	0.936603	1.080704	1.773945	6.306383	2.541595	2.627085	0.803768	2.243627	1.102578	1.902769	0.44215	3.390463	1.037208	1.544985	4.853783	2.557138	3.264736	2.816766	2.183769	0.493654	17.974639	2.523019	3.721109	0	1.334762	0	2.521757	4.140957	1.922901	3.087479	0.893849	0.629946	0	0.359394	2.454673	2.8326	1.599582	8.092601	0.907238	0.828454	2.81967	0	5.791331	2.407063	11.977744	7.375263	4.770403	13.963185	6.773602	4.435679	12.22813	7.544935	9.47489	4.883821	6.421485	7.501217	7.516076	8.763134	7.038897	2.659008	11.243866	10.081986	4.138418	0.56765	5.684321	4.622806	7.092375	8.301807	10.612676	5.41675	4.104698	5.521453	13.644781	6.593558	8.926453	5.235304	3.878734	7.581537	15.066962	6.280819	17.063859	7.113759	6.572584	0.268959	6.185525	3.022014	6.131837	3.440282	4.84981	8.89971	2.064714	5.310078
hsa-miR-18a-3p	0.748758	0.468788	2.042168	1.392939	1.724547	2.4811	1.16981	1.411994	0.234151	1.080704	0.886972	1.261276	1.694396	0.729746	1.607536	1.121813	1.102578	0.951384	0.589533	2.260308	1.037208	0.858325	0.539309	2.557137	0.816184	1.877844	0.727923	0.493654	0.544686	0.504604	2.604777	0.462846	2.335832	0	1.681171	0.591566	0	1.54374	0.766155	0	1.437716	0.359394	0.566463	1.4163	0.533194	0.80926	0.604824	0.828454	0	0.459934	0.10927	0.437648	0	0.508639	0	0.332457	0.33868	2.21784	0.452894	0.228634	0.592182	0	0.356749	0.45462	0	0.302177	0.659898	1.450368	0	0.975675	0	0.378434	0	0.420255	0	0.307474	0	0.65001	0	0.250975	0	0	0	0.69804	0	0	0.528666	0.930492	1.483814	0	0.328629	0.268959	0.325554	0.377752	0.204395	0	0.808302	0.269688	0.294959	0
hsa-miR-18a-5p	1.497517	1.875152	11.742471	14.858007	6.035912	6.202749	1.504041	6.777569	1.873206	3.782463	3.769634	4.414468	1.694396	2.481136	1.205652	1.570539	3.307734	3.488411	2.063367	6.215848	6.223249	7.381595	8.62895	4.383666	9.794208	4.225148	4.367537	3.949232	3.268116	16.147321	14.140213	6.017003	1.668451	3.908535	3.782635	2.070479	3.845801	3.602059	2.873088	2.939751	8.626292	1.796968	1.88821	4.721	1.866179	6.069451	1.965681	7.041862	2.307003	7.35894	3.496652	2.625888	6.341158	3.81479	2.385201	1.329828	1.01604	2.21784	3.62315	4.115418	2.17133	2.790755	2.497244	1.136548	2.571289	2.719593	5.719104	8.218752	1.813526	4.227929	2.228379	4.16277	2.165456	5.883571	3.546187	3.382217	5.819855	4.55007	3.15746	5.521451	7.147266	2.327138	2.32864	13.960811	0.831156	3.42392	3.171991	2.791475	5.935256	0.508126	1.971775	0.806877	1.302216	1.133255	2.65713	1.228672	1.886037	1.348441	0.589918	1.896456
hsa-miR-18b-3p	0.374379	0	0	0.464313	0.431137	0	0.167116	0	0	0	0.221743	0	0.847198	0	0	0	0	0	0	0	0.518604	0	0	0	0	0	0	0	1.634058	0	0.372111	0	0.33369	0.488567	0.210146	0	0	0	0.127692	0	0	0	0	0	0	0	0	0	0	0.459934	0	0	0.704573	0.254319	0	0	0	0	0	0	0.197394	0	0.356749	0.22731	0.395582	0.604354	0.219966	0.241728	0	0.325225	0	0	0.541364	0.84051	0.506598	0	0	0	0.315746	0	0	0	0	0	0	0.489132	0	0	0	0	0	0.268959	0	0	0.204395	0.245734	0	0	0	0
hsa-miR-18b-5p	0.374379	0	0	0	0	0	0.167116	0.564797	0.234151	0	0	0	0	0.145949	0	0	0	0	0	1.130154	0	0.171665	1.617927	0.365305	0	0	0	0.493654	3.268116	1.009208	0	0	0	0.977134	0.420292	0.295783	0.19229	0	0.191539	0	0	0	0.188821	0	0	0.40463	0	0	0	0.459934	0.32781	0.218824	2.11372	0.508638	0	0	0.33868	0	0	0.685903	0.394788	0	0	0.22731	0.395582	0.604354	0.219966	0.725184	0.362705	0.650451	0	0.189217	0.541364	0.84051	0	1.229897	0.342344	0	0.631492	0.50195	0.649751	0	0	0	0.277052	0.244566	0.264333	0	1.483814	0.508126	0.657258	0	0.325554	0	0	0.491469	0	0.539376	0	0
hsa-miR-1908-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1909-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1909-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10927	0.218824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	11.980137	8.438187	6.637049	6.96469	10.778414	9.51088	9.859826	13.555137	9.834329	14.5895	23.504779	8.828936	8.471983	15.324666	2.813188	5.384705	14.333511	21.247595	4.716271	9.60631	8.297666	10.98656	21.572378	13.881607	17.956047	19.247894	21.109762	6.911157	30.502418	10.59668	14.884435	13.422544	10.010712	8.305637	21.224793	10.35239	9.999084	11.320756	2.043085	14.698751	7.907435	9.703626	9.25223	10.386201	13.329853	14.162053	13.608571	17.397543	13.842015	11.038411	12.129013	25.602401	22.546341	11.698693	14.907511	7.646506	12.192483	7.392797	10.869449	13.718062	11.646219	8.023422	10.702474	11.138168	8.505033	13.295791	9.678484	12.569856	17.409856	12.033338	19.100391	29.328599	12.180687	14.708929	13.171552	12.298973	10.612676	5.41675	19.260505	15.058506	17.543288	10.859978	23.286402	18.847097	9.419783	16.875034	14.009631	5.58295	8.160976	7.621886	22.018157	25.820077	14.324371	16.998825	21.05264	12.778193	16.166031	8.090644	12.093328	12.895904
hsa-miR-190b	0	0.234394	0	0	0	0	0	0	0.702452	0	0.443486	2.522553	0.847198	0.291898	1.205652	0	0	0.317128	0.294767	0	1.037208	0.171665	1.078618	0	0	0.469461	0	0	0	0.504604	1.116333	0	0.33369	0	0	0	0.19229	0.51458	0.127693	0	0.718858	0	0	0	0	0.80926	0	0	0.256334	0.459934	0	0	0	0.254319	0	0	0.33868	0	0	0	0	0	0.356749	0.22731	0	0	0	0.241728	0.725411	0.325225	0.31834	0.189217	0	0	0	0.614949	0.342344	0	0	0	0	0	0.388107	1.047061	0	0	0	0.232623	0	0	0	0	0	0	0	0	0.269434	0	0.884877	0
hsa-miR-191-3p	1.497517	0.703182	0.510542	0.928626	1.29341	0.413517	1.002693	1.411993	0	0	0.886972	0.630638	0	0.583797	1.205652	1.570539	1.102578	0.634257	0.8843	0	1.037208	0.68666	2.696545	0	1.632368	1.877844	2.183768	0.987308	2.178744	0	1.116333	0	1.668452	1.465701	1.260878	0.295783	0.57687	0.51458	1.213081	1.469876	2.156574	0.718788	0.566463	2.3605	0.533194	0.40463	1.058443	2.485362	1.025334	1.839735	0.437082	0	0	1.271596	1.1926	0.997371	3.04812	2.21784	1.358682	2.514978	0.789575	1.395376	0.356749	1.818478	1.58233	2.719593	1.53976	0.725184	2.901642	1.626126	0.63668	3.973553	0.541364	1.68102	2.026392	2.15232	0.342344	1.30002	1.894476	0	4.548258	1.163569	1.16432	3.141183	2.770523	2.934789	1.321664	2.093607	2.225721	2.032503	1.971775	1.075836	2.278878	1.133255	0.613185	2.21161	1.34717	0.539376	0.589918	2.655039
hsa-miR-191-5p	310.360422	445.114393	651.451828	716.434485	341.028981	607.869304	405.923984	496.456884	331.323227	646.260821	424.416499	525.321703	430.376809	394.500691	528.879385	687.896168	353.927467	625.694114	359.173537	753.247779	465.706523	380.409658	632.070682	642.572334	654.579527	408.900415	521.192746	564.246608	677.589437	767.502309	628.495284	368.888576	377.07013	428.473087	381.205672	428.884707	322.855063	290.737614	374.650658	327.152231	603.12157	497.760082	426.357907	664.244793	341.244247	617.870163	419.748818	717.027306	613.15002	605.272865	167.292986	183.155633	394.560976	765.501467	1117.467011	405.264786	663.135587	450.221342	516.298737	370.159093	442.358919	470.242344	498.021824	436.888981	447.602075	347.201445	356.784079	338.902667	518.668622	496.61912	394.104729	522.616703	427.677444	476.149048	508.624579	613.103817	730.22062	655.210027	428.467279	408.587463	569.832036	460.385512	368.701367	574.487385	373.466684	446.576949	437.73486	502.232835	506.72242	382.11052	270.133221	628.557488	478.564229	599.114097	453.347147	481.148109	514.888109	406.689776	435.654789	398.255866
hsa-miR-1910-5p	0	0	0	0.464313	0.431137	0	0	0.847196	0.234151	0.540352	0	0	0	0	0.803768	0.448725	0	0	0	1.130154	0	0	0	0	0.816184	0	2.183769	0	0	0	0	0.462846	0.667381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1911-5p	0	0	0	0	0	0	0	0	0	0	0.221743	0	0	0.437847	0	0.224363	0	0.317128	0	0	0	0	0	0	0	0	0	2.46827	0	0	0	0	0	0.488567	0	0	0	0	0	0.209982	0	0	0	0	0	0	0	0	0	0	0.10927	0	0	0	0	0	0	0	0	0	0	0	0	0.454619	0	0	0	0	0	0	0	1.513734	0.270682	0.420255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741907	0	0	0	0	0	0	0	0	0	0.294959	0.379291
hsa-miR-1912	0	0	0	0	0	0	0	0	0.234151	0	0	0	0	0	0	0	0	0	0	0	0	0.171665	0	0.365305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379291
hsa-miR-1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171665	0	0.365305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328629	0	0	0	0	0	0	0	0	0
hsa-miR-1914-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.317128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-5p	0	0	0	0.464313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488567	0	0	0	0	0	0	0.718858	0	0	0	0	0.40463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197394	0	0	0	0	0	0	0	0.362705	0	0	0.189217	0.270682	0	0	0	0	0	0	0	0	0	0	0.34902	0	0	0	0	0	0	0	0	0	0	0	0	0.269434	0	0.294959	0.379291
hsa-miR-1915-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204395	0	0	0	0	0
hsa-miR-1915-5p	0	0	0	0.464313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171665	0	0	0	0	0	0	0.544686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269434	0	0	0
hsa-miR-192-3p	14.226412	7.50061	12.763554	24.608574	29.317286	13.232529	18.549841	19.48551	12.644138	17.831613	64.749015	33.423829	34.735135	31.379076	3.616956	21.987551	25.359289	24.41888	0.147383	22.603083	28.004624	18.196491	52.313014	40.183603	5.713288	53.988001	53.138368	26.163665	43.574883	6.055246	29.396761	18.513854	39.375465	19.054106	35.3046	34.902344	20.382748	38.078909	1.085388	14.698751	6.469719	14.016351	21.336777	21.716602	18.395197	44.50931	27.217143	33.966631	18.712355	43.233778	22.5097	33.917711	39.456098	2.543194	49.492935	47.873775	46.399169	62.838777	66.12247	49.156395	63.56072	14.302622	19.621203	18.639385	12.658652	67.385485	25.73597	15.71232	60.571788	51.710831	1.273359	2.081385	16.78228	41.185001	46.607032	60.879918	31.495682	22.533679	45.46742	21.332883	63.025891	16.677823	41.139311	42.580474	43.220178	70.190354	48.108543	23.029666	40.062972	2.032503	45.022203	2.95855	51.437517	1.888759	39.856942	1.228672	3.502641	0.269688	1.769755	1.517165
hsa-miR-192-5p	13266.12976	5508.730124	9578.792484	10676.40609	21442.143	9390.54693	6033.878697	12915.22138	7385.112794	9861.961717	40251.27053	20044.83838	23476.71602	19004.04556	3121.835163	9798.369693	12634.98998	12814.51991	90.640838	12730.05702	16998.80669	4310.165024	16647.94364	18106.00069	2171.865488	33161.30722	34096.63321	12023.43869	19298.77119	3974.763758	7922.984954	11803.50874	18846.83277	7205.383226	15436.51832	13694.43651	6903.214241	19681.13545	692.286479	10597.17041	2076.060889	8429.93533	14141.75173	11447.48241	17832.67782	25085.85239	22250.92119	12817.84689	9656.856439	29158.42235	10422.211	15744.60096	18590.86775	713.111664	16231.29778	10691.47681	18446.88768	12343.01396	20359.83305	16788.8527	21896.66765	4612.42158	6285.563431	6217.598448	5048.824818	20868.95245	10030.86777	2584.555851	16616.61937	8883.855839	502.340276	553.080602	6443.312575	12273.13053	18675.2356	17314.49458	12338.09248	6172.927779	19858.84261	6122.788563	15978.0384	6788.262222	14047.91022	8421.161377	15928.57588	19988.59835	15070.66141	7030.329142	8527.478007	389.732406	19189.3177	898.861414	15619.75045	550.006386	16877.06362	581.899243	2039.883756	777.511025	417.662276	318.983985
hsa-miR-193a-3p	3.369413	11.954098	8.679218	19.965447	15.08978	9.924397	7.353089	21.462301	7.726974	5.403519	8.869728	18.919149	7.624785	7.881256	7.233912	10.545048	13.782223	12.368004	8.990392	15.257082	4.667437	10.471565	17.257901	11.689774	11.426575	9.389218	20.381841	9.873081	4.357488	17.661133	19.721879	8.331235	5.005355	14.657005	9.45659	9.169261	5.768702	19.039454	7.023104	10.289126	20.128015	6.828478	4.531704	13.690902	7.997912	21.850024	4.53619	28.581677	9.22801	10.118544	7.976739	2.625888	3.522865	6.103666	5.963004	2.327198	3.3868	7.392798	6.340513	3.886784	3.750479	4.883821	8.20523	7.728526	8.307239	3.928302	4.839243	9.185664	9.067633	9.431534	7.640158	8.325538	3.789547	4.622806	6.585776	7.379384	7.189232	8.88347	5.367682	9.788028	7.797016	5.042132	2.328639	6.282365	5.263995	6.84784	5.286653	5.815573	6.677163	2.540628	2.957663	6.723977	1.62777	9.821543	3.474708	5.897625	6.735846	2.427193	5.309266	3.034331
hsa-miR-193a-5p	177.830157	213.533025	320.109949	212.655214	326.370336	181.533758	155.083349	344.243995	198.559786	161.024854	238.152206	275.588936	411.738442	177.912076	254.794476	199.458478	308.170489	262.899352	204.715653	284.233783	180.474242	161.536772	232.442376	296.993353	311.782269	373.69085	449.856308	257.687428	116.018126	315.377345	462.161718	287.890458	173.85269	335.156826	216.871145	202.315267	131.718713	326.243623	469.845633	207.252406	493.136348	185.80647	137.272894	315.362844	176.753856	411.508812	122.47714	352.093131	283.761317	353.689083	45.128676	20.788274	61.297867	151.065737	117.471185	49.536057	102.620063	113.849074	85.596895	41.611459	49.150992	93.141474	73.133578	81.831443	103.840515	65.874599	85.786554	131.258308	87.04928	106.023466	109.508907	224.789516	82.016624	90.775105	68.390755	85.785339	87.982513	153.835688	54.624053	74.28863	79.269678	88.043396	57.051685	94.235477	83.946888	64.076212	53.923858	122.359644	66.771623	122.966416	69.012136	369.549847	65.436333	276.5142	59.274424	110.580515	143.069379	74.703627	138.040922	139.579199
hsa-miR-193b-3p	31.073479	35.862297	78.112953	378.879162	32.766378	5.375715	31.919095	45.183789	16.390548	72.407149	12.417618	87.028086	16.09677	19.703141	199.334479	39.263479	14.8848	19.344824	11.348526	22.603083	4.667437	35.877986	103.547414	31.050964	155.074951	18.308974	94.629968	59.732142	411.23796	64.084679	23.070876	10.645468	34.370108	24.428341	30.471234	24.549954	9.806794	37.56433	22.282392	18.058466	61.102902	18.329074	10.762799	60.428808	14.129644	70.810268	3.175333	70.004398	31.016367	40.474175	17.920344	10.941198	47.910976	38.910871	39.952129	43.551837	40.641608	42.878223	65.216684	50.756836	52.704076	41.512491	35.674915	41.597652	45.096453	48.046153	40.473659	52.454977	45.338167	59.516239	24.193829	29.139383	34.647288	31.519133	62.818176	47.658521	37.657884	41.383967	45.46742	28.360186	35.086579	26.374232	31.436643	45.372635	33.800398	43.532694	32.777248	29.543108	47.482042	20.833154	28.919371	38.730114	26.369867	35.886406	25.753717	18.430083	22.632444	10.517839	48.668272	43.239207
hsa-miR-193b-5p	2.995034	4.453487	7.147591	21.822697	3.017957	0	3.342313	5.930373	3.043959	12.428093	2.217432	6.937021	3.388793	3.940628	19.692318	5.160343	0.551289	2.219898	1.031684	3.390463	0	1.888315	7.011022	2.922443	13.058943	1.877844	19.653917	7.404811	43.574883	4.541434	1.860555	3.702771	1.001071	4.397101	8.405858	4.140957	1.73061	4.631219	2.553856	2.729769	8.626292	1.437575	0.755284	7.081501	1.332985	8.092601	0.151206	4.556499	2.563337	3.219537	1.639055	1.531768	2.818292	3.051832	1.788901	4.654396	7.112281	5.174958	5.887617	3.65815	4.93484	5.581511	1.070247	3.182334	1.977915	2.719593	2.639588	2.659008	2.176231	4.227929	1.910039	2.649035	2.436137	1.68102	4.052785	3.997166	1.369377	2.38337	2.210222	1.756825	0	2.327138	5.045387	3.141183	2.770524	3.668486	3.700657	2.791475	2.225721	1.016251	2.300404	4.572305	2.604431	3.399765	2.043946	2.21161	3.502641	1.618129	2.654633	4.551496
hsa-miR-194-3p	8.236344	6.797429	7.14759	10.679192	18.53887	13.232531	13.870602	9.883954	10.770932	9.726333	34.148452	17.027234	19.485562	29.773636	3.215072	10.769412	12.128356	24.418877	0	13.56185	19.706957	10.814895	29.662019	17.899968	1.632368	23.473043	36.396142	27.150974	47.387685	6.55985	10.419105	20.828087	32.034276	18.076971	20.384205	20.113214	14.806336	15.951977	1.915391	27.507664	2.875431	14.735137	12.83983	24.077102	15.462629	23.063915	23.436982	6.627634	11.535012	28.055963	25.350733	31.729471	47.910977	2.288875	48.300334	31.250937	48.09257	34.006866	41.666214	47.098685	51.914501	12.209555	8.205231	17.730147	9.098407	42.606966	21.116693	6.0432	51.504156	23.416224	0	2.081385	17.323644	26.055816	51.166416	50.733264	26.018174	13.216869	40.73123	14.556556	30.538318	17.453536	48.125231	22.337299	41.280812	50.380532	29.605257	16.050981	22.257208	0.508126	60.467776	1.613755	38.740914	0.377752	40.674519	0.737203	4.580376	1.078753	0.589918	1.137874
hsa-miR-195-3p	4.492551	6.797429	3.573795	3.250189	14.658643	8.683847	10.026941	3.671183	5.385467	0.540352	3.991377	10.090213	0.847198	2.043288	12.05652	7.403971	2.205156	1.585641	3.242436	2.825385	5.704645	7.381595	2.157238	2.922443	4.897104	3.286226	2.911692	3.455578	0	0.504604	5.581663	4.165618	11.345473	4.885669	14.079812	7.690348	3.461221	6.174959	3.703091	6.089483	20.128015	1.796969	2.832315	3.7768	3.732358	2.02315	3.780159	5.799181	6.152008	7.818874	1.201974	0.656472	4.227439	1.271597	7.751906	0.997371	2.70944	6.653517	0.452894	2.05771	2.566116	0.697689	1.783745	3.409643	1.384539	2.417416	2.639587	5.318016	4.352463	2.601803	2.22838	2.838252	1.894774	4.622806	1.519794	3.689691	3.423444	6.71677	0.947238	2.509751	1.949254	3.878564	2.716746	4.188243	4.986943	3.668484	3.700658	4.419836	2.967628	1.524377	3.286292	0.537918	4.557755	1.511006	2.452735	1.72014	2.963773	2.427194	1.474796	2.275748
